mileage
24089
18615
27469
14736
36284
26919
10456
12340
516
37999
72000
12597
36100
995
35228
1751
16444
25499
3934
5123
1500
913
2680
14345
15525
3000
19460
31231
339
30500
38126
3348
5260
100
50584
6445
18389
100
28321
16241
3150
8912
9639
20219
1557
14000
4500
21000
2488
26000
999
4442
24667
13930
614
18544
7056
11898
28335
10089
3250
39761
19420
489
1055
19987
74599
81206
53000
49000
4000
6725
650
8006
129000
7445
5000
8789
2193
9798
8442
3650
7666
6346
9000
3196
1992
9500
12158
5500
1350
5000
9278
5000
10500
9100
9304
9500
3500
9023
9684
2000
6503
5087
1751
6195
4720
2839
11408
6788
2430
3579
6415
9493
5830
9781
8950
12000
7016
13872
2336
3892
4886
9770
8599
5346
3250
4290
3497
6449
998
3988
5268
1110
1436
9296
8322
9000
8000
10000
8328
10836
4890
5651
9735
8514
4774
7500
3000
12501
6124
10124
9107
2535
2797
1879
1697
13410
4332
8503
3695
2579
6057
2907
7134
25
4451
5668
5250
4633
9625
5804
10000
9999
5000
3860
9004
4500
4500
5784
6551
6770
500
500
10500
1215
5558
6125
2620
2474
6513
6989
11000
3754
987
11293
5674
9250
5600
2500
11449
10
3510
4412
10016
11051
5102
2535
8970
5922
15631
3636
5910
8812
1000
1000
4113
8171
3422
6522
11478
10011
7777
14417
2034
2141
3998
10420
10120
3989
636
3000
9333
999
12000
1544
7345
20657
8309
943
3168
2136
6158
7963
384
5000
3459
7317
9980
4568
7000
13998
9264
17197
4942
3390
9264
6329
5000
89000
6834
151
6500
111000
5517
3792
5139
42
100
10932
14198
9111
5372
17095
20
20
18020
9244
10436
15
7899
8908
102000
4800
3698
10
10
8239
9317
76000
15
10
10
76300
7841
10513
6597
6289
97
3628
3675
8087
12000
3000
8000
3837
3993
1112
9300
3000
13000
9000
9968
10175
4000
15481
7000
6000
7000
10055
3000
6610
9823
9000
8563
2165
6568
7575
6170
6033
71248
88150
77500
96000
3568
7792
10353
7125
8661
4319
13326
30379
25271
11291
45757
25170
43830
58377
40054
45322
32061
26528
37539
80049
35286
9650
7017
40827
18000
29489
20124
41060
25000
49150
71046
69401
49097
39591
9727
9258
47545
50709
10957
54057
60998
41486
48713
50039
10910
21893
21232
2764
18880
10028
29515
25614
20101
30124
59205
58100
41389
36030
32087
19618
5000
81503
34633
58100
34633
28308
27232
14766
35445
7823
41201
49254
15581
5660
59454
37893
23605
9709
77512
23485
28083
51258
59627
19814
31057
78650
37258
27176
25000
45000
40101
38338
11970
11728
29802
31887
20216
46035
44652
57942
13285
60602
46035
32815
88870
30117
63000
28486
30000
45848
27999
31059
57942
19511
49814
18861
41351
59934
22565
10853
56437
15364
62541
7576
39833
45757
45757
16360
37852
4671
49962
70964
52561
10763
6691
24757
43546
10985
31522
30305
32311
25889
39000
30724
67712
24560
49429
13586
8000
27762
16000
22262
28546
19570
57423
27498
48265
38655
16000
20829
11544
39039
1652
20553
32132
30489
50417
14562
40049
29445
13833
31492
37971
37386
25601
60841
17681
39343
16551
29655
21263
22329
25801
48125
46531
25303
22726
39624
8992
31685
27751
23165
60148
10864
1500
22864
32070
61000
8080
14152
30635
37849
30100
18200
17000
36426
31457
30726
24770
11556
26191
7191
56203
57299
18078
65452
17807
15507
46000
13000
19849
24281
4271
35046
7735
7408
13322
13281
47026
35509
25252
19986
25714
54115
37100
45950
33481
34000
34050
64609
27170
33432
55185
8357
40376
21676
43000
29883
19296
6677
18750
13069
31306
30524
18800
7700
44687
39510
19200
30524
18501
38000
28128
6254
22080
41411
26128
32196
33128
47000
38000
57962
22860
47362
30096
18000
29200
32804
40006
43573
42810
31057
23750
40312
37531
31284
22531
66973
42596
57500
62734
32754
12740
53569
10116
27361
38999
47339
1114
63016
52462
14000
47291
25981
37713
43733
51242
24431
25596
9000
67000
32480
23237
32814
13627
16745
18863
11500
36000
33900
63808
26895
16885
58941
34201
41643
31186
27816
26650
30045
18976
40586
10768
15375
11098
26018
70400
52429
19000
50752
56822
2984
23658
91500
87200
73000
10570
42226
105000
99000
31015
52079
32837
31250
18278
32611
29005
60777
49450
34457
31151
36826
81033
53813
9000
20136
33728
24912
31696
27849
23340
44095
15100
36933
33195
37393
80933
38101
54520
42284
63388
10709
50808
16709
101510
48980
27549
56772
11227
71356
63742
37185
58056
15236
9125
26774
101800
122280
120870
18194
30400
10639
57000
114321
103000
41000
42543
1756
28863
15182
52574
98000
28952
81051
25447
61996
49255
39555
61680
6102
82000
58974
55235
55389
68000
35921
57620
61000
64928
113000
57000
8639
74510
39839
26972
4909
63251
15297
25362
27427
1454
25632
140000
20431
28076
33390
72865
7000
5944
39392
24508
116000
22073
15632
26666
31620
7116
50732
14873
31253
8406
12502
8500
12442
65456
45229
23000
10654
7984
16226
20626
55199
